in,2.7514
the,1.4151
right,8.0565
hands,8.9961
",",2.507
location,12.8239
data,10.4911
can,4.5451
be,0.3678
a,5.7392
force,8.321
for,5.0313
good,7.8418
.,3.7226
,
it,3.434
can,5.9201
provide,5.6696
publishers,11.0481
and,3.014
app,12.9878
developers,13.5125
with,3.6556
advertising,8.6556
revenue,8.9521
so,8.8521
consumers,13.3322
can,6.5405
access,7.5292
free,10.4915
services,6.271
and,2.3873
information,5.5754
.,1.7284
,
paying,11.8874
for,4.0774
college,11.8295
seems,11.8384
out,8.6414
of,2.3268
reach,10.963
for,6.624
many,5.7311
americans,9.2062
",",0.9753
so,5.5226
the,2.6232
idea,5.8188
of,2.1612
free,8.7706
college,10.782
has,4.2407
broad,13.4398
appeal,7.5983
.,1.0596
,
several,6.357
democratic,10.7928
presidential,6.7475
candidates,6.6074
and,4.0253
members,6.4797
of,1.5184
congress,8.2212
have,3.9781
endorsed,9.5251
it,5.8234
.,3.0229
,
very,8.9866
few,2.4463
issues,7.0944
can,5.8544
bring,6.13
together,5.8162
lawmakers,16.322
of,4.0115
both,6.4127
parties,8.3828
.,1.6048
,
animal,11.8544
cruelty,13.661
is,3.0615
CD,4.3046
of,0.3879
them,5.3023
.,1.6364
,
koalas,14.344
have,10.9803
been,0.4009
running,9.3405
into,4.2187
hard,8.6891
times,6.6511
.,1.9716
,
they,4.5957
have,3.2837
suffered,5.9444
for,7.729
years,6.6379
from,2.9497
habitat,10.9746
destruction,10.1722
",",1.2819
dog,11.8877
attacks,9.9592
",",2.314
automobile,12.2556
accidents,11.4991
.,4.1134
,
some,5.6465
recent,6.0522
reports,4.8068
have,3.2812
suggested,3.5871
that,0.1123
women,8.8417
who,4.9382
give,6.4926
birth,4.598
by,6.1322
cesarean,14.5018
section,13.0763
are,6.7047
more,5.1399
likely,2.7091
to,0.5206
have,2.6496
obese,14.937
children,4.6763
.,1.231
,
but,6.0917
a,4.7505
large,3.6683
new,7.3238
study,5.954
found,3.4519
no,4.952
link,10.1295
between,0.8065
the,1.2704
method,10.5946
of,0.2834
birth,6.8326
and,1.3785
obesity,13.5853
.,2.6445
,
pancreatic,14.412
cancer,11.1174
has,3.4001
a,2.3959
bad,9.5275
reputation,6.915
.,3.3747
,
it,3.434
is,1.7925
a,2.3032
terrible,7.4668
disease,12.2528
",",1.5857
but,2.4551
most,4.5453
people,8.2153
do,3.1481
not,0.0997
realize,7.2798
there,5.6369
are,1.0904
ways,10.5488
that,2.5069
early,10.2658
detection,11.1087
can,4.171
help,5.5777
.,2.5187
,
some,5.6465
nutrition,14.0684
experts,10.1712
say,6.3157
eggs,13.4984
are,1.2222
good,6.4393
for,3.1153
you,6.8158
",",1.3505
even,5.1135
though,1.706
they,2.0994
are,1.0475
high,8.5586
in,3.3092
cholesterol,14.363
.,5.4464
,
others,8.0117
are,2.6142
sure,8.5445
they,3.5307
are,1.0653
bad,6.9902
.,1.2021
,
experts,10.4821
generally,6.6674
agree,5.9288
that,0.9499
watching,10.8636
a,2.4073
lot,4.5172
of,0.2379
television,7.1061
is,6.9773
bad,6.674
for,6.0087
children,6.2172
.,0.9592
